Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,COSPAR,Tag
1969 Oct 14 1319:53,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Interkosmos-1,1969-088A,
1969 Oct 17 1145:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-302,1969-089A,
1969 Oct 18 1000:03,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-303,1969-090A,
1969 Oct 21 1249:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-304,1969-091A,
1969 Oct 22 1409:59,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,F,Kosmos-305,1969-092,Moon
1969 Oct 24 0940:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-306,1969-093A,
1969 Oct 24 1301:58,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Kosmos-307,1969-094A,
1969 Oct 24 1810,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 8455,1969-095A,
1969 Nov 4 1159:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-308,1969-096A,
1969 Nov 8 0152,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Scout B,S,Azur,1969-097A,
1969 Nov 12 1130:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-309,1969-098A,
1969 Nov 14 1622:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Saturn V,S,Yankee Clipper,1969-099A,Moon
1969 Nov 15 0830:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-310,1969-100A,
1969 Nov 22 0037:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,Skynet IA,1969-101A,
1969 Nov 24 1100:04,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-311,1969-102A,
1969 Nov 24 1649:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-312,1969-103A,
1969 Nov 28 0900:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,F,[Kosmos-313],1969-F14,
1969 Dec 3 1320:02,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-313,1969-104A,
1969 Dec 4 2138,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 6617,1969-105A,
1969 Dec 11 1258:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-314,1969-106A,
1969 Dec 20 0326:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-315,1969-107A,
1969 Dec 23 0925:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-316,1969-108A,
1969 Dec 23 1350:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-317,1969-109A,
1969 Dec 25 0959:51,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Interkosmos-2,1969-110A,
1969 Dec 27 1420:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,F,Kosmos,1969-F15,
1970 Jan 9 0920:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-318,1970-001A,
1970 Jan 14 1843,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 6531,1970-002A,
1970 Jan 15 0016:03,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,INTELSAT III F-6,1970-003A,
1970 Jan 15 1339:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-319,1970-004A,
1970 Jan 16 1059:58,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Kosmos-320,1970-005A,
1970 Jan 20 2020:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-321,1970-006A,
1970 Jan 21 1200:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-322,1970-007A,
1970 Jan 23 1131:02,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Delta N6,S,ITOS 1,1970-008A,
1970 Jan 30 1540:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,F,Kosmos,1970-F01,
1970 Feb 4 0259:50,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2G Agena D,S,SERT 2,1970-009A,
1970 Feb 6 0416:06,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,F,[Luna-16],1970-F02,Moon
1970 Feb 10 1200:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-323,1970-010A,
1970 Feb 11 0425,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Lambda 4S,S,Ohsumi,1970-011A,
1970 Feb 11 0840:47,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Burner 2,S,DAPP 1524,1970-012A,
1970 Feb 19 1857:15,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1970-013A,
1970 Feb 27 1724:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-324,1970-014A,
1970 Mar 4 1214:42,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-325,1970-015A,
1970 Mar 4 2215:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 0440,1970-016A,
1970 Mar 10 1220,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Diamant B,S,Wika,1970-017A,
1970 Mar 13 0800:02,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-326,1970-018A,
1970 Mar 17 1110:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1970-019A,
1970 Mar 18 1439:56,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-327,1970-020A,
1970 Mar 20 2352:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,NATO IIA,1970-021A,
1970 Mar 27 1145:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-328,1970-022A,
1970 Apr 3 0830:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-329,1970-023A,
1970 Apr 7 1110:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-330,1970-024A,
1970 Apr 8 0817:56,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2G Agena D,S,Nimbus 4,1970-025A,
1970 Apr 8 1015:20,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-331,1970-026A,
1970 Apr 8 1050:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan IIIC,S,Vela 6A,1970-027A,
1970 Apr 11 1700:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-332,1970-028A,
1970 Apr 11 1913:03,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Saturn V,S,Odyssey,1970-029A,Moon
1970 Apr 15 0900:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-333,1970-030A,
1970 Apr 15 1552,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 2863,1970-031A,
1970 Apr 23 0046:12,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,INTELSAT III F-7,1970-032A,
1970 Apr 23 1320:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-334,1970-033A,
1970 Apr 24 1335:45,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 1,S,DFH-1,1970-034A,
1970 Apr 24 2224:49,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Kosmos-335,1970-035A,
1970 Apr 25 1709:16,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-336,1970-036A,
1970 Apr 28 1050:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1970-037A,
1970 May 12 1010:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-344,1970-038A,
1970 May 20 0920:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-345,1970-039A,
1970 May 20 2135:10,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 4720,1970-040A,
1970 May 22 1239:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,F,Kosmos,1970-F03,
1970 Jun 1 1900:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz 11A511,S,Soyuz-9,1970-041A,
1970 Jun 10 0930:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-346,1970-042A,
1970 Jun 12 0110:32,WOMRA,"Woomera Test Range, Australia",-31.1,136.8,Europa I,F,STV 3 (ELDO F9),1970-U02,
1970 Jun 12 0930:02,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Kosmos-347,1970-043A,
1970 Jun 13 0459:58,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-348,1970-044A,
1970 Jun 17 1259:57,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-349,1970-045A,
1970 Jun 19 1137,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas SLV-3A Agena D,S,OPS 5346,1970-046A,
1970 Jun 23 1415:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1970-047A,
1970 Jun 25 1450,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 6820,1970-048A,
1970 Jun 26 0323:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1970-049A,
1970 Jun 26 1200:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-350,1970-050A,
1970 Jun 27 0739:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-351,1970-051A,
1970 Jun 27 1639:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,F,Kosmos,1970-F05,
1970 Jul 7 1030:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-352,1970-052A,
1970 Jul 9 1335:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-353,1970-053A,
1970 Jul 21 1230:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,F,[Kosmos],1970-F06,
1970 Jul 23 0125,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 4324,1970-054A,
1970 Jul 23 2323:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,INTELSAT III F-8,1970-055A,
1970 Jul 28 2200:28,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,R-36O 8K69,S,Kosmos-354,1970-056A,
1970 Aug 7 0259:53,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Interkosmos-3,1970-057A,
1970 Aug 7 0930:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-355,1970-058A,
1970 Aug 10 1959:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-356,1970-059A,
1970 Aug 17 0538:22,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,S,Venera-7,1970-060A,Venus
1970 Aug 18 1445,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 7874,1970-061A,
1970 Aug 19 1211:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,Skynet IB,1970-062A,
1970 Aug 19 1459:53,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-357,1970-063A,
1970 Aug 20 1430:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-358,1970-064A,
1970 Aug 22 0506:09,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,F,Kosmos-359,1970-065A,Venus
1970 Aug 26 1001,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2G Agena D,S,OPS 8329,1970-066A,
1970 Aug 27 1323:34,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Scout A,S,NNS O-19,1970-067A,
1970 Aug 29 0830:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-360,1970-068A,
1970 Sep 1 0100,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas SLV-3A Agena D,S,OPS 7329,1970-069A,
1970 Sep 2 0034:05,WOMRA,"Woomera Test Range, Australia",-31.1,136.8,Black Arrow,F,X-2,1970-F07,
1970 Sep 3 0839:45,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Burner 2,S,DAPP 2525,1970-070A,
1970 Sep 8 1030:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-361,1970-071A,
1970 Sep 12 1325:53,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,Luna-16 KT,1970-072A,Moon
1970 Sep 16 1159:55,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-362,1970-073A,
1970 Sep 17 0810:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-363,1970-074A,
1970 Sep 22 1300:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-364,1970-075A,
1970 Sep 25 0500:00,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-4S,F,MS-F1,1970-F08,
1970 Sep 25 1405:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,R-36O 8K69M,S,Kosmos-365,1970-076A,
1970 Sep 29 0814:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1970-077A,
1970 Oct 1 0820:03,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-366,1970-078A,
1970 Oct 3 1026:45,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-367,1970-079A,
1970 Oct 8 1239:02,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-368,1970-080A,
1970 Oct 8 1510:03,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-369,1970-081A,
1970 Oct 9 1104:58,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-370,1970-082A,
1970 Oct 12 1357:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-371,1970-083A,
1970 Oct 14 1129:58,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,S,Interkosmos-4,1970-084A,
1970 Oct 15 1122:02,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1970-085A,
1970 Oct 16 1459:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-372,1970-086A,
1970 Oct 20 0538:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-373,1970-087A,
1970 Oct 20 1955:39,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,Zond-8,1970-088A,Moon
1970 Oct 23 0442:56,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-374,1970-089A,
1970 Oct 23 1740,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 7568,1970-090A,
1970 Oct 30 0236:51,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-375,1970-091A,
1970 Oct 30 1320:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-376,1970-092A,
1970 Nov 6 1035:57,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Titan IIIC,S,DSP F1,1970-093A,
1970 Nov 9 0600:00,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Scout B,S,OFO,1970-094A,
1970 Nov 10 1444:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,Luna-17,1970-095A,Moon
1970 Nov 11 0920:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-377,1970-096A,
1970 Nov 17 1820:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-378,1970-097A,
1970 Nov 18 2128:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 4992,1970-098A,
1970 Nov 24 0515:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz 11A511L,S,Kosmos-379,1970-099A,
1970 Nov 24 1059:56,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-380,1970-100A,
1970 Nov 27 1547:17,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Molniya-1,1970-101A,
1970 Nov 30 2240:05,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas SLV-3C Centaur,F,OAO B,1970-U03,
1970 Dec 2 0400:02,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-381,1970-102A,
1970 Dec 2 1700:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,Kosmos-382,1970-103A,
1970 Dec 3 1355:19,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-383,1970-104A,
1970 Dec 10 1110:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-384,1970-105A,
1970 Dec 11 1135:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Delta N6,S,NOAA 1,1970-106A,
1970 Dec 12 1053:50,SNMLP,"Broglio Space Centre, Kenya",-2.938333,40.2125,Scout B,S,Uhuru,1970-107A,
1970 Dec 12 1300:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-385,1970-108A,
1970 Dec 12 1304:44,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Diamant B,S,Peole,1970-109A,
1970 Dec 15 1000:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-386,1970-110A,
1970 Dec 16 0429:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-387,1970-111A,
1970 Dec 18 0939:13,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-388,1970-112A,
1970 Dec 18 1615:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-389,1970-113A,
1970 Dec 22 2130,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,F,Kosmos,1970-F10,
1970 Dec 25 0350:02,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,S,Molniya-1,1970-114A,
1971 Jan 12 0930:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-390,1971-001A,
1971 Jan 14 1200:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-391,1971-002A,
1971 Jan 20 1124:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1971-003A,
1971 Jan 21 0840:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-392,1971-004A,
1971 Jan 21 1820,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 7776,1971-005A,
1971 Jan 26 0036:03,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas SLV-3C Centaur,S,INTELSAT IV F2,1971-006A,
1971 Jan 26 1244:33,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,Kosmos-393,1971-007A,
1971 Jan 31 2103,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Saturn V,S,Kitty Hawk,1971-008A,Moon
1971 Feb 3 0141:40,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M,S,NATO IIB,1971-009A,
1971 Feb 9 1848:48,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-394,1971-010A,
1971 Feb 16 0400:00,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-4S,S,Tansei-1,1971-011A,
1971 Feb 17 0352:05,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Burner 2,S,DAPP 3526,1971-012A,
1971 Feb 17 2004:30,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,F,OPS 3297,1971-F01,
1971 Feb 17 2109:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-395,1971-013A,
1971 Feb 18 1359:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-396,1971-014A,
1971 Feb 25 1111:10,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-397,1971-015A,
1971 Feb 26 0506:21,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz 11A511L,S,Kosmos-398,1971-016A,
1971 Mar 3 0930:01,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,Kosmos-399,1971-017A,
1971 Mar 3 1202?,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 1,S,Shi Jian,1971-018A,
1971 Mar 5 0102:03,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,F,[Kosmos],1971-F03,
1971 Mar 5 0815:02,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,F,Kosmos,1971-F02,
1971 Mar 13 1615:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Thor Delta M6,S,IMP 6,1971-019A,
1971 Mar 18 2145:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-400,1971-020A,
1971 Mar 21 0345,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 33B,S,OPS 4788,1971-021A,
1971 Mar 24 2106:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,OPS 5300,1971-022A,
1971 Mar 27 1059:59,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-401,1971-023A,
1971 Apr 1 0257:07,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Delta E1,S,Isis 2,1971-024A,
1971 Apr 1 1129:59,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-402,1971-025A,
1971 Apr 2 0820:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-403,1971-026A,
1971 Apr 4 1427:43,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-404,1971-027A,
1971 Apr 7 0710:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Kosmos-405,1971-028A,
1971 Apr 14 0800:00,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,Kosmos-406,1971-029A,
1971 Apr 15 0919:37,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Diamant B,S,Tournesol,1971-030A,
1971 Apr 17 1144:58,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Vostok 8A92M,S,Meteor,1971-031A,
1971 Apr 19 0140:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K,S,Salyut,1971-032A,
1971 Apr 22 1530,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 23B,S,OPS 7899,1971-033A,
